date,filename,org,max_slope,r2,substrate
20230309,output//20230309_64DHH_replication_4NP_butyrate_2_all_data_calculated_slopes.csv,p024_bio2,0.3374,0.9791,butyrate
20230309,output//20230309_64DHH_replication_4NP_butyrate_2_all_data_calculated_slopes.csv,p047_bio2,0.3316,0.9857,butyrate
20230309,output//20230309_64DHH_replication_4NP_butyrate_2_all_data_calculated_slopes.csv,p079_bio1,0.3286,0.9678,butyrate
20230309,output//20230309_64DHH_replication_4NP_butyrate_2_all_data_calculated_slopes.csv,p094_bio1,0.3145,0.9316,butyrate
20230309,output//20230309_64DHH_replication_4NP_butyrate_2_all_data_calculated_slopes.csv,p094_bio3,0.3119,0.9417,butyrate
20230309,output//20230309_64DHH_replication_4NP_butyrate_2_all_data_calculated_slopes.csv,p094_bio2,0.3038,0.978,butyrate
20230309,output//20230309_64DHH_replication_4NP_butyrate_2_all_data_calculated_slopes.csv,p023_bio1,0.2861,0.953,butyrate
20230309,output//20230309_64DHH_replication_4NP_butyrate_2_all_data_calculated_slopes.csv,EV_bio1,0.2665,0.9941,butyrate
20230309,output//20230309_64DHH_replication_4NP_butyrate_2_all_data_calculated_slopes.csv,EV_bio2,0.2063,0.9111,butyrate
20230309,output//20230309_64DHH_replication_4NP_butyrate_2_all_data_calculated_slopes.csv,p095_bio2,0.1117,0.9293,butyrate
20230323,output//20230323_64DHH_replication_4NP_butyrate_3_all_data_calculated_slopes.csv,DH_bio3,1.8125,0.9596,butyrate
20230323,output//20230323_64DHH_replication_4NP_butyrate_3_all_data_calculated_slopes.csv,p089_bio1,1.8121,0.9988,butyrate
20230323,output//20230323_64DHH_replication_4NP_butyrate_3_all_data_calculated_slopes.csv,p089_bio2,1.8088,0.9995,butyrate
20230323,output//20230323_64DHH_replication_4NP_butyrate_3_all_data_calculated_slopes.csv,p089_bio3,1.7018,0.9999,butyrate
20230323,output//20230323_64DHH_replication_4NP_butyrate_3_all_data_calculated_slopes.csv,DH_bio2,1.5929,0.9624,butyrate
20230323,output//20230323_64DHH_replication_4NP_butyrate_3_all_data_calculated_slopes.csv,DH_bio1,1.2749,0.9495,butyrate
20230323,output//20230323_64DHH_replication_4NP_butyrate_3_all_data_calculated_slopes.csv,p064_bio3,0.152,0.9986,butyrate
20230323,output//20230323_64DHH_replication_4NP_butyrate_3_all_data_calculated_slopes.csv,p054_bio3,0.0999,0.9994,butyrate
20230323,output//20230323_64DHH_replication_4NP_butyrate_3_all_data_calculated_slopes.csv,p019_bio3,0.0967,0.9105,butyrate
20230323,output//20230323_64DHH_replication_4NP_butyrate_3_all_data_calculated_slopes.csv,p077_bio1,0.0946,0.9934,butyrate
20230323,output//20230323_64DHH_replication_4NP_butyrate_3_all_data_calculated_slopes.csv,p064_bio1,0.0941,0.9985,butyrate
20230323,output//20230323_64DHH_replication_4NP_butyrate_3_all_data_calculated_slopes.csv,p033_bio2,0.0918,0.9994,butyrate
20230323,output//20230323_64DHH_replication_4NP_butyrate_3_all_data_calculated_slopes.csv,p054_bio2,0.0859,0.9983,butyrate
20230323,output//20230323_64DHH_replication_4NP_butyrate_3_all_data_calculated_slopes.csv,p077_bio2,0.0846,0.998,butyrate
20230323,output//20230323_64DHH_replication_4NP_butyrate_3_all_data_calculated_slopes.csv,EV_bio2,0.082,0.9982,butyrate
20230323,output//20230323_64DHH_replication_4NP_butyrate_3_all_data_calculated_slopes.csv,p064_bio2,0.0802,0.9969,butyrate
20230323,output//20230323_64DHH_replication_4NP_butyrate_3_all_data_calculated_slopes.csv,EV_bio3,0.0799,0.9991,butyrate
20230323,output//20230323_64DHH_replication_4NP_butyrate_3_all_data_calculated_slopes.csv,p033_bio1,0.0788,0.9995,butyrate
20230323,output//20230323_64DHH_replication_4NP_butyrate_3_all_data_calculated_slopes.csv,p033_bio3,0.0776,0.9997,butyrate
20230323,output//20230323_64DHH_replication_4NP_butyrate_3_all_data_calculated_slopes.csv,p077_bio3,0.0738,0.9992,butyrate
20230323,output//20230323_64DHH_replication_4NP_butyrate_3_all_data_calculated_slopes.csv,p042_bio3,0.0735,0.9988,butyrate
20230323,output//20230323_64DHH_replication_4NP_butyrate_3_all_data_calculated_slopes.csv,p054_bio1,0.0619,0.9998,butyrate
20230323,output//20230323_64DHH_replication_4NP_butyrate_3_all_data_calculated_slopes.csv,p045_bio2,0.0597,0.9993,butyrate
20230323,output//20230323_64DHH_replication_4NP_butyrate_3_all_data_calculated_slopes.csv,EV_bio1,0.0567,0.9984,butyrate
20230323,output//20230323_64DHH_replication_4NP_butyrate_3_all_data_calculated_slopes.csv,p042_bio2,0.056,0.9971,butyrate
20230323,output//20230323_64DHH_replication_4NP_butyrate_3_all_data_calculated_slopes.csv,p019_bio1,0.0512,0.9794,butyrate
20230323,output//20230323_64DHH_replication_4NP_butyrate_3_all_data_calculated_slopes.csv,p042_bio1,0.0503,0.9991,butyrate
20230323,output//20230323_64DHH_replication_4NP_butyrate_3_all_data_calculated_slopes.csv,p045_bio1,0.0501,0.9984,butyrate
20230323,output//20230323_64DHH_replication_4NP_butyrate_3_all_data_calculated_slopes.csv,p045_bio3,0.047,0.9996,butyrate
20230323,output//20230323_64DHH_replication_4NP_butyrate_3_all_data_calculated_slopes.csv,p019_bio2,0.0465,0.9887,butyrate
20230330,output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p028_2,3.6481,0.9923,butyrate
20230330,output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p028_1,3.4228,0.993,butyrate
20230330,output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p028_3,3.4216,0.996,butyrate
20230330,output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,DH_2,1.9664,0.9901,butyrate
20230330,output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,DH_1,1.9248,0.9875,butyrate
20230330,output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,DH_3,1.8294,0.998,butyrate
20230330,output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p041_3,0.3949,0.9595,butyrate
20230330,output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p093_2,0.342,0.9974,butyrate
20230330,output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p065_1,0.3267,0.9985,butyrate
20230330,output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p076_3,0.3179,0.9989,butyrate
20230330,output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p053_3,0.2975,0.9948,butyrate
20230330,output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p078_1,0.2835,0.998,butyrate
20230330,output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p093_1,0.2802,0.9994,butyrate
20230330,output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p065_2,0.2773,0.9946,butyrate
20230330,output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p053_2,0.2585,0.9953,butyrate
20230330,output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p078_2,0.2583,0.9977,butyrate
20230330,output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p092_1,0.2348,0.9908,butyrate
20230330,output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p020_1,0.2133,0.9709,butyrate
20230330,output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p091_3,0.2123,0.9971,butyrate
20230330,output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p092_2,0.2041,0.9974,butyrate
20230330,output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p078_3,0.2016,0.999,butyrate
20230330,output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p068_3,0.2009,0.9984,butyrate
20230330,output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p080_1,0.1946,0.998,butyrate
20230330,output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p076_1,0.1936,0.9661,butyrate
20230330,output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p076_2,0.1936,0.9869,butyrate
20230330,output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p041_2,0.1935,0.9911,butyrate
20230330,output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p032_1,0.1768,0.9912,butyrate
20230330,output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p008_3,0.1762,0.9525,butyrate
20230330,output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p068_1,0.1761,0.9962,butyrate
20230330,output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p068_2,0.1756,0.9946,butyrate
20230330,output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p080_2,0.1751,0.998,butyrate
20230330,output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p091_2,0.1707,0.9972,butyrate
20230330,output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p093_3,0.1645,0.9943,butyrate
20230330,output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p091_1,0.1611,0.997,butyrate
20230330,output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p032_3,0.1543,0.9948,butyrate
20230330,output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p032_2,0.1537,0.9985,butyrate
20230330,output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p053_1,0.1527,0.9312,butyrate
20230330,output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p030_3,0.1386,0.9926,butyrate
20230330,output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p040_2,0.1351,0.9815,butyrate
20230330,output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p040_3,0.1348,0.9835,butyrate
20230330,output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p008_2,0.1347,0.9063,butyrate
20230330,output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p030_1,0.1319,0.9675,butyrate
20230330,output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p008_1,0.1287,0.9706,butyrate
20230330,output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p020_3,0.1272,0.9818,butyrate
20230330,output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p040_1,0.1261,0.9934,butyrate
20230330,output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p041_1,0.1248,0.9637,butyrate
20230330,output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p056_1,0.1214,0.9985,butyrate
20230330,output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p056_2,0.1196,0.9957,butyrate
20230330,output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,EV_3,0.1156,0.9979,butyrate
20230330,output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p056_3,0.1116,0.999,butyrate
20230330,output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p021_1,0.1114,0.9916,butyrate
20230330,output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p021_2,0.0979,0.9479,butyrate
20230330,output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p081_3,0.091,0.9927,butyrate
20230330,output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p092_3,0.0862,0.9361,butyrate
20230330,output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p030_2,0.0857,0.9935,butyrate
20230330,output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p065_3,0.0834,0.982,butyrate
20230330,output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p081_2,0.0808,0.9964,butyrate
20230330,output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p081_1,0.0779,0.9983,butyrate
20230330,output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p090_1,0.0711,0.9525,butyrate
20230330,output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,EV_1,0.0704,0.9953,butyrate
20230330,output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p080_3,0.0671,0.9666,butyrate
20230330,output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p020_2,0.0636,0.9668,butyrate
20230330,output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,EV_2,0.0584,0.9939,butyrate
20230330,output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p090_3,0.0577,0.9996,butyrate
20230330,output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p090_2,0.0554,0.9975,butyrate
20230406,output//20230406_20230406_64DHH_replication_4NP_butyrate_5_all_data_calculated_slopes.csv,DH,2.142,0.9907,butyrate
20230406,output//20230406_20230406_64DHH_replication_4NP_butyrate_5_all_data_calculated_slopes.csv,p055,2.1098,1,butyrate
20230406,output//20230406_20230406_64DHH_replication_4NP_butyrate_5_all_data_calculated_slopes.csv,p069,1.9064,0.9998,butyrate
20230406,output//20230406_20230406_64DHH_replication_4NP_butyrate_5_all_data_calculated_slopes.csv,p006,1.4921,0.9999,butyrate
20230406,output//20230406_20230406_64DHH_replication_4NP_butyrate_5_all_data_calculated_slopes.csv,p007,0.559,0.9989,butyrate
20230406,output//20230406_20230406_64DHH_replication_4NP_butyrate_5_all_data_calculated_slopes.csv,p075,0.3507,0.9999,butyrate
20230406,output//20230406_20230406_64DHH_replication_4NP_butyrate_5_all_data_calculated_slopes.csv,p066,0.2476,0.9993,butyrate
20230406,output//20230406_20230406_64DHH_replication_4NP_butyrate_5_all_data_calculated_slopes.csv,p005,0.2266,0.9997,butyrate
20230406,output//20230406_20230406_64DHH_replication_4NP_butyrate_5_all_data_calculated_slopes.csv,p058,0.2123,0.9991,butyrate
20230406,output//20230406_20230406_64DHH_replication_4NP_butyrate_5_all_data_calculated_slopes.csv,p011,0.1899,0.9981,butyrate
20230406,output//20230406_20230406_64DHH_replication_4NP_butyrate_5_all_data_calculated_slopes.csv,p087,0.184,0.9999,butyrate
20230406,output//20230406_20230406_64DHH_replication_4NP_butyrate_5_all_data_calculated_slopes.csv,p016,0.1714,0.9998,butyrate
20230406,output//20230406_20230406_64DHH_replication_4NP_butyrate_5_all_data_calculated_slopes.csv,p088,0.1702,0.9987,butyrate
20230406,output//20230406_20230406_64DHH_replication_4NP_butyrate_5_all_data_calculated_slopes.csv,p022,0.1641,0.9997,butyrate
20230406,output//20230406_20230406_64DHH_replication_4NP_butyrate_5_all_data_calculated_slopes.csv,p067,0.1557,0.9999,butyrate
20230406,output//20230406_20230406_64DHH_replication_4NP_butyrate_5_all_data_calculated_slopes.csv,p043,0.1525,0.9992,butyrate
20230406,output//20230406_20230406_64DHH_replication_4NP_butyrate_5_all_data_calculated_slopes.csv,p031,0.1359,0.9998,butyrate
20230406,output//20230406_20230406_64DHH_replication_4NP_butyrate_5_all_data_calculated_slopes.csv,p057,0.1224,0.9998,butyrate
20230406,output//20230406_20230406_64DHH_replication_4NP_butyrate_5_all_data_calculated_slopes.csv,p018,0.1189,0.9969,butyrate
20230406,output//20230406_20230406_64DHH_replication_4NP_butyrate_5_all_data_calculated_slopes.csv,p070,0.1146,0.9718,butyrate
20230406,output//20230406_20230406_64DHH_replication_4NP_butyrate_5_all_data_calculated_slopes.csv,p034,0.1134,0.9999,butyrate
20230406,output//20230406_20230406_64DHH_replication_4NP_butyrate_5_all_data_calculated_slopes.csv,p010,0.1118,0.9869,butyrate
20230406,output//20230406_20230406_64DHH_replication_4NP_butyrate_5_all_data_calculated_slopes.csv,p044,0.1108,0.9966,butyrate
20230406,output//20230406_20230406_64DHH_replication_4NP_butyrate_5_all_data_calculated_slopes.csv,EV,0.1084,0.9944,butyrate
20230406,output//20230406_20230406_64DHH_replication_4NP_butyrate_5_all_data_calculated_slopes.csv,p004,0.1009,0.9826,butyrate
20230421,output//20230421_20230421_64DHH_replication_4NP_butyrate_6_all_data_calculated_slopes.csv,DH_1,5.4491,0.9165,butyrate
20230421,output//20230421_20230421_64DHH_replication_4NP_butyrate_6_all_data_calculated_slopes.csv,p069_bio3,3.043,0.9999,butyrate
20230421,output//20230421_20230421_64DHH_replication_4NP_butyrate_6_all_data_calculated_slopes.csv,p069_bio2,3.0222,0.9989,butyrate
20230421,output//20230421_20230421_64DHH_replication_4NP_butyrate_6_all_data_calculated_slopes.csv,p069_bio1,2.8443,0.9997,butyrate
20230421,output//20230421_20230421_64DHH_replication_4NP_butyrate_6_all_data_calculated_slopes.csv,p006_bio1,1.6503,0.9999,butyrate
20230421,output//20230421_20230421_64DHH_replication_4NP_butyrate_6_all_data_calculated_slopes.csv,p006_bio3,1.6059,1,butyrate
20230421,output//20230421_20230421_64DHH_replication_4NP_butyrate_6_all_data_calculated_slopes.csv,p006_bio2,1.3412,0.9999,butyrate
20230421,output//20230421_20230421_64DHH_replication_4NP_butyrate_6_all_data_calculated_slopes.csv,p075_bio1,0.7458,1,butyrate
20230421,output//20230421_20230421_64DHH_replication_4NP_butyrate_6_all_data_calculated_slopes.csv,p007_bio3,0.7162,1,butyrate
20230421,output//20230421_20230421_64DHH_replication_4NP_butyrate_6_all_data_calculated_slopes.csv,p075_bio3,0.6949,1,butyrate
20230421,output//20230421_20230421_64DHH_replication_4NP_butyrate_6_all_data_calculated_slopes.csv,p075_bio2,0.6413,1,butyrate
20230421,output//20230421_20230421_64DHH_replication_4NP_butyrate_6_all_data_calculated_slopes.csv,p007_bio1,0.623,1,butyrate
20230421,output//20230421_20230421_64DHH_replication_4NP_butyrate_6_all_data_calculated_slopes.csv,p007_bio2,0.6176,1,butyrate
20230421,output//20230421_20230421_64DHH_replication_4NP_butyrate_6_all_data_calculated_slopes.csv,p016_bio3,0.1556,0.9399,butyrate
20230421,output//20230421_20230421_64DHH_replication_4NP_butyrate_6_all_data_calculated_slopes.csv,p022_bio2,0.1462,0.9987,butyrate
20230421,output//20230421_20230421_64DHH_replication_4NP_butyrate_6_all_data_calculated_slopes.csv,p016_bio1,0.1344,0.9989,butyrate
20230421,output//20230421_20230421_64DHH_replication_4NP_butyrate_6_all_data_calculated_slopes.csv,p022_bio3,0.1316,0.9999,butyrate
20230421,output//20230421_20230421_64DHH_replication_4NP_butyrate_6_all_data_calculated_slopes.csv,p016_bio2,0.128,0.9992,butyrate
20230421,output//20230421_20230421_64DHH_replication_4NP_butyrate_6_all_data_calculated_slopes.csv,p022_bio1,0.1246,0.9988,butyrate
20230421,output//20230421_20230421_64DHH_replication_4NP_butyrate_6_all_data_calculated_slopes.csv,EV_1,0.108,0.9999,butyrate
20230302,output//20230302_64DHH_replication_4NP_trimethylacetate_all_data_calculated_slopes.csv,DH_bio2,2.748,0.9936,trimethylacetate
20230302,output//20230302_64DHH_replication_4NP_trimethylacetate_all_data_calculated_slopes.csv,DH_bio1,2.3807,0.9816,trimethylacetate
20230302,output//20230302_64DHH_replication_4NP_trimethylacetate_all_data_calculated_slopes.csv,DH_bio3,2.2686,0.9222,trimethylacetate
20230302,output//20230302_64DHH_replication_4NP_trimethylacetate_all_data_calculated_slopes.csv,p012_bio2,0.3155,0.98740000000000006,trimethylacetate
20230302,output//20230302_64DHH_replication_4NP_trimethylacetate_all_data_calculated_slopes.csv,Asti_bio2,0.295,0.9585,trimethylacetate
20230302,output//20230302_64DHH_replication_4NP_trimethylacetate_all_data_calculated_slopes.csv,p006_bio3,0.2303,0.9888,trimethylacetate
20230302,output//20230302_64DHH_replication_4NP_trimethylacetate_all_data_calculated_slopes.csv,Asti_bio1,0.1961,0.9885,trimethylacetate
20230302,output//20230302_64DHH_replication_4NP_trimethylacetate_all_data_calculated_slopes.csv,Asti_bio3,0.1544,0.9886,trimethylacetate
20230302,output//20230302_64DHH_replication_4NP_trimethylacetate_all_data_calculated_slopes.csv,p082_bio3,0.1481,0.909,trimethylacetate
20230302,output//20230302_64DHH_replication_4NP_trimethylacetate_all_data_calculated_slopes.csv,p071_bio3,0.1417,0.9644,trimethylacetate
20230302,output//20230302_64DHH_replication_4NP_trimethylacetate_all_data_calculated_slopes.csv,p006_bio2,0.1168,0.9473,trimethylacetate
20230302,output//20230302_64DHH_replication_4NP_trimethylacetate_all_data_calculated_slopes.csv,p059_bio1,0.1087,0.9845,trimethylacetate
20230302,output//20230302_64DHH_replication_4NP_trimethylacetate_all_data_calculated_slopes.csv,p059_bio3,0.105,0.9516,trimethylacetate
20230302,output//20230302_64DHH_replication_4NP_trimethylacetate_all_data_calculated_slopes.csv,p035_bio2,0.1047,0.9238,trimethylacetate
