filename,org,max_slope,r2,intercept
output//20230302_64DHH_replication_4NP_butyrate_all_data_calculated_slopes.csv,N41_bio3,0.216948461,0.993483078,1.071028366
output//20230323_64DHH_replication_4NP_trimethylacetate_3_all_data_calculated_slopes.csv,p033_bio3,0.216912882,0.964499471,2.141742357
output//20230309_64DHH_replication_4NP_trimethylacetate_2_all_data_calculated_slopes.csv,p024_bio2,0.214466032,0.994688724,3.16661318
output//20230309_64DHH_replication_4NP_trimethylacetate_2_all_data_calculated_slopes.csv,p023_bio3,0.214377364,0.9997717,2.266646468
output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p020_1,0.213294256,0.970883294,-0.702806458
output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p091_3,0.212317423,0.997057446,-0.401195049
output//20230406_20230406_64DHH_replication_4NP_butyrate_5_all_data_calculated_slopes.csv,p058,0.212284049,0.999142838,7.845974706
output//20230330_64DHH_replication_4NP_trimethylacetate_4_all_data_calculated_slopes.csv,p030_3,0.211255652,0.92333742,1.840511904
output//20230406_20230406_64DHH_replication_4NP_trimethylacetate_5_all_data_calculated_slopes.csv,p034,0.210910281,0.906250885,11.21912822
output//20230309_64DHH_replication_4NP_trimethylacetate_2_all_data_calculated_slopes.csv,p095_bio1,0.21089714,0.991658152,3.229988723
output//20230323_64DHH_replication_4NP_trimethylacetate_3_all_data_calculated_slopes.csv,p019_bio3,0.206279898,0.956104163,3.159351189
output//20230309_64DHH_replication_4NP_butyrate_2_all_data_calculated_slopes.csv,EV_bio2,0.20625393,0.911113136,4.362919667
output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p092_2,0.204100538,0.997446755,0.491936339
output//20230309_64DHH_replication_4NP_trimethylacetate_2_all_data_calculated_slopes.csv,p095_bio3,0.203160846,0.99184636,1.882957315
output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p078_3,0.201629726,0.998968235,1.588153125
output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p068_3,0.200940197,0.998380582,1.787216272
output//20230309_64DHH_replication_4NP_trimethylacetate_2_all_data_calculated_slopes.csv,p023_bio2,0.199503286,0.999246001,3.083154305
output//20230309_64DHH_replication_4NP_trimethylacetate_2_all_data_calculated_slopes.csv,p047_bio3,0.197574754,0.996810504,1.853918504
output//20230406_20230406_64DHH_replication_4NP_trimethylacetate_5_all_data_calculated_slopes.csv,p005,0.196705752,0.955817148,11.22308391
output//20230302_64DHH_replication_4NP_trimethylacetate_all_data_calculated_slopes.csv,Asti_bio1,0.196117301,0.988487405,0.545432248
output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p080_1,0.194562055,0.99797903,1.454480298
output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p076_1,0.193642684,0.966148354,0.171018123
output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p076_2,0.193585223,0.986911736,1.812613917
output//20230302_64DHH_replication_4NP_butyrate_all_data_calculated_slopes.csv,p012_bio1,0.193566238,0.96914452,0.911531071
output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p041_2,0.193470301,0.991101147,1.52176682
output//20230309_64DHH_replication_4NP_trimethylacetate_2_all_data_calculated_slopes.csv,p023_bio1,0.192808842,0.997735773,3.874199612
output//20230406_20230406_64DHH_replication_4NP_butyrate_5_all_data_calculated_slopes.csv,p011,0.189863352,0.998115191,8.584854066
output//20230309_64DHH_replication_4NP_trimethylacetate_2_all_data_calculated_slopes.csv,p017_bio2,0.188220267,0.978041107,2.594142195
output//20230309_64DHH_replication_4NP_trimethylacetate_2_all_data_calculated_slopes.csv,p047_bio2,0.188087265,0.997223472,2.178333013
output//20230309_64DHH_replication_4NP_trimethylacetate_2_all_data_calculated_slopes.csv,p094_bio3,0.184429704,0.998114674,2.770118871
output//20230406_20230406_64DHH_replication_4NP_butyrate_5_all_data_calculated_slopes.csv,p087,0.184002257,0.999874479,8.614841998
output//20230309_64DHH_replication_4NP_trimethylacetate_2_all_data_calculated_slopes.csv,EV_bio3,0.180550474,0.990922411,3.069336855
output//20230302_64DHH_replication_4NP_butyrate_all_data_calculated_slopes.csv,N41_bio1,0.180067223,0.978885877,-0.670183912
output//20230309_64DHH_replication_4NP_trimethylacetate_2_all_data_calculated_slopes.csv,p047_bio1,0.179375621,0.991416526,1.931621339
output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p032_1,0.176806688,0.991225059,-0.72743796
output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p008_3,0.17623208,0.952492349,1.906485608
output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p068_1,0.176117159,0.996202207,1.093167183
output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p068_2,0.175600012,0.994619187,1.239213223
output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p080_2,0.175140326,0.997989477,1.526344526
output//20230406_20230406_64DHH_replication_4NP_butyrate_5_all_data_calculated_slopes.csv,p016,0.171396888,0.999781655,8.424443386
output//20230330_64DHH_replication_4NP_trimethylacetate_4_all_data_calculated_slopes.csv,p008_1,0.171031192,0.918510657,2.386126946
output//20230302_64DHH_replication_4NP_butyrate_all_data_calculated_slopes.csv,EV_bio3,0.170666123,0.993283838,0.80426211
output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p091_2,0.170658389,0.997194875,1.578135803
output//20230406_20230406_64DHH_replication_4NP_trimethylacetate_5_all_data_calculated_slopes.csv,p031,0.170454344,0.960591723,10.99191569
output//20230406_20230406_64DHH_replication_4NP_butyrate_5_all_data_calculated_slopes.csv,p088,0.170232698,0.99866159,8.300871963
output//20230309_64DHH_replication_4NP_trimethylacetate_2_all_data_calculated_slopes.csv,EV_bio2,0.168646778,0.989336576,2.784534831
output//20230330_64DHH_replication_4NP_trimethylacetate_4_all_data_calculated_slopes.csv,p091_1,0.164543376,0.956216674,0.796735563
output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p093_3,0.16451009,0.994320917,1.477790203
output//20230406_20230406_64DHH_replication_4NP_butyrate_5_all_data_calculated_slopes.csv,p022,0.164130736,0.999716278,7.949774969
output//20230406_20230406_64DHH_replication_4NP_trimethylacetate_5_all_data_calculated_slopes.csv,p069,0.163441982,0.968216732,11.18047032
output//20230406_20230406_64DHH_replication_4NP_trimethylacetate_5_all_data_calculated_slopes.csv,p066,0.162722766,0.982604001,11.23261353
output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p091_1,0.161062446,0.997038633,1.991604113
output//20230309_64DHH_replication_4NP_trimethylacetate_2_all_data_calculated_slopes.csv,p094_bio1,0.160245473,0.960942263,3.915430291
output//20230309_64DHH_replication_4NP_trimethylacetate_2_all_data_calculated_slopes.csv,p017_bio1,0.159247956,0.998762287,3.940892821
output//20230323_64DHH_replication_4NP_trimethylacetate_3_all_data_calculated_slopes.csv,p042_bio2,0.158334805,0.919356541,1.599782363
output//20230406_20230406_64DHH_replication_4NP_butyrate_5_all_data_calculated_slopes.csv,p067,0.155720466,0.999921761,8.170703464
output//20230302_64DHH_replication_4NP_trimethylacetate_all_data_calculated_slopes.csv,Asti_bio3,0.15443689,0.988558185,1.406827403
output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p032_3,0.154339539,0.994848652,-0.348810011
output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p032_2,0.153707471,0.998492972,0.538192232
output//20230302_64DHH_replication_4NP_butyrate_all_data_calculated_slopes.csv,EV_bio2,0.153310246,0.999512388,0.38426596
output//20230406_20230406_64DHH_replication_4NP_trimethylacetate_5_all_data_calculated_slopes.csv,p043,0.153193145,0.982943805,10.99940753
output//20230302_64DHH_replication_4NP_butyrate_all_data_calculated_slopes.csv,p035_bio2,0.153069192,0.998415312,1.119640891
output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p053_1,0.152730639,0.93119663,0.859665902
output//20230406_20230406_64DHH_replication_4NP_butyrate_5_all_data_calculated_slopes.csv,p043,0.152508907,0.999218874,7.71744544
output//20230323_64DHH_replication_4NP_butyrate_3_all_data_calculated_slopes.csv,p064_bio3,0.151988562,0.998573173,2.138407272
output//20230406_20230406_64DHH_replication_4NP_trimethylacetate_5_all_data_calculated_slopes.csv,p087,0.150496083,0.908109965,11.16668533
output//20230302_64DHH_replication_4NP_butyrate_all_data_calculated_slopes.csv,p082_bio2,0.14853738,0.99674031,0.87260891
output//20230302_64DHH_replication_4NP_trimethylacetate_all_data_calculated_slopes.csv,p082_bio3,0.148106482,0.909029869,0.898890488
output//20230302_64DHH_replication_4NP_butyrate_all_data_calculated_slopes.csv,p059_bio1,0.146319684,0.989855598,-0.648006958
output//20230302_64DHH_replication_4NP_trimethylacetate_all_data_calculated_slopes.csv,p071_bio3,0.141692504,0.964415692,1.026118462
output//20230302_64DHH_replication_4NP_butyrate_all_data_calculated_slopes.csv,p071_bio3,0.140052284,0.994938276,1.20730414
output//20230323_64DHH_replication_4NP_trimethylacetate_3_all_data_calculated_slopes.csv,p045_bio2,0.138615452,0.900070908,1.463164623
output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p030_3,0.138595298,0.992563239,1.775992274
output//20230302_64DHH_replication_4NP_butyrate_all_data_calculated_slopes.csv,p071_bio2,0.1378828,0.998303533,0.173263494
output//20230302_64DHH_replication_4NP_butyrate_all_data_calculated_slopes.csv,p059_bio3,0.137400692,0.996585007,0.148997407
output//20230406_20230406_64DHH_replication_4NP_butyrate_5_all_data_calculated_slopes.csv,p031,0.135929234,0.999785276,7.90899486
output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p040_2,0.135147653,0.981541774,1.590681398
output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p040_3,0.134802889,0.983527682,2.035887188
output//20230302_64DHH_replication_4NP_butyrate_all_data_calculated_slopes.csv,p035_bio1,0.1347491,0.998921632,-0.324914453
output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p008_2,0.134687967,0.906259306,2.171437066
output//20230309_64DHH_replication_4NP_trimethylacetate_2_all_data_calculated_slopes.csv,p079_bio1,0.133334696,0.998457524,3.126564742
output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p030_1,0.131872391,0.967490845,1.723319932
output//20230323_64DHH_replication_4NP_trimethylacetate_3_all_data_calculated_slopes.csv,p042_bio3,0.129915737,0.951878812,1.728344811
output//20230309_64DHH_replication_4NP_trimethylacetate_2_all_data_calculated_slopes.csv,DH_bio1,0.129100793,0.996580693,54.28949274
output//20230406_20230406_64DHH_replication_4NP_trimethylacetate_5_all_data_calculated_slopes.csv,p006,0.128739779,0.917368327,10.8008438
output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p008_1,0.128712051,0.970563544,2.539262397
output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p020_3,0.127218072,0.98176902,1.29431807
output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p040_1,0.126126318,0.993362498,1.530443392
output//20230302_64DHH_replication_4NP_butyrate_all_data_calculated_slopes.csv,p012_bio3,0.125348,0.989123543,0.569234611
output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p041_1,0.124804721,0.963690045,1.616193965
output//20230323_64DHH_replication_4NP_trimethylacetate_3_all_data_calculated_slopes.csv,p054_bio3,0.124115927,0.926474952,1.925731667
output//20230330_64DHH_replication_4NP_trimethylacetate_4_all_data_calculated_slopes.csv,p076_2,0.124009972,0.935796934,3.276770229
output//20230406_20230406_64DHH_replication_4NP_butyrate_5_all_data_calculated_slopes.csv,p057,0.122420614,0.999788634,7.919305303
output//20230330_64DHH_replication_4NP_butyrate_4_all_data_calculated_slopes.csv,p056_1,0.121414537,0.998490595,1.383516287
